,textID,text,len,clean
23881,595b764513,Goddamnit! If we live in an age of constant communication why can`t anyone return a text,16,goddamnit  live age constant communication anyone return text
23882,733e189924, such a great idea!,4,great idea 
23883,1672ec347b,sourish limbs is preventing me from gg out on a friday. not happy. i haven`t been on at 12am for a v long time...even more so on a fri,29,sourish limbs prevent gg friday  happy   v long time  even fri
23884,f8201b1ce3," congrats to the A`s!! ugh, we still have til the end of june",13,congrat   ugh  still til end june
23885,492624d1b8,@ work do not feel like bein in dis **** today,11, work feel like bein dis     today
23886,545f3f0247, I don`t know what to say except *hugs*,8,know say except  hug 
23887,e9b733e4d3, let me know how it goes I`m praying. Ummmph. I still can`t believe it.,14,let know go pray  ummmph  still believe 
23888,25d3a67099, yay! we will have to get together soon and do something,11,yay  get together soon something
23889,1e32b7806f,Good Morning Tweeties,3,good morning tweeties
23890,e9f9565ec3,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",26,drat  land boot die  think boot like parsley one go seed  first season  
23891,844c3344c5," Sweetie, if you refuse to offend, who will?  We expect it -- nay, we count on it.",17,sweetie  refuse offend     expect  nay  count 
23892,dc211ab61f," Hey Kelvin, my day`s been fantastic so far! We`re getting ready for a family Mother`s day function shortly",18,hey kelvin  day fantastic far  get ready family mother day function shortly
23893,facd3fec8b,"Hurray! 'Summer-time' starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!",19,hurray   summer  time  start today  mean work  pm  instead   august  yay 
23894,32aa43f89f, thanks man. I really appreciate the kind words,8,thanks man  really appreciate kind word
23895,10723ad0d7,Packing  I don`t like it..,5,pack   like 
23896,4b329a0f0f,Trying to sell my GM stock,6,try sell gm stock
23897,3db7c2c604,Is there a way to block followers?  I have no idea who you are. .  Sorry..,16,way block follower    idea     sorry 
23898,fda3d9467e," Yeah man, been a while since I heard you spittin`.",10,yeah man  since hear spittin  
23899,0078d9ed94,"Monday is here, One more day",6,monday  one day
23900,d80cd3671a, gl and say hi for me!,6,gl say hi 
23901,ebc1f6727e, http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!,16,  pretty  girl must love whole lot   happy bday 
23902,13611b97ae,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",23,hate see pregnant woman smokinggg     sooo irresponsible n selfish  saaad  ultimately  baby one suffer 
23903,eef641b862,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",24,misses jp   know iv give headache think  make want cry
23904,0eb64b8a62,: I will press that ignore button,7, press ignore button
23905,62840e7aa9,Just got back from the doctor... I don`t need surgery yayyy!!!!!! But my knees are still ****  not gonna get better,21,get back doctor  need surgery yayyy       knee still       go get well
23906,1a83e51de1,fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,15,fully understand cat cabin fever  holy      really want outside  
23907,ff1462ff46,Mourning Venus` Third Round Loss....,5,mourn venus  third round loss 
23908,cd829a293c, No code I think  coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,16,code think   coin phrase hottie switchfoot guy tim hsg short   wendy
23909,aae9bbceab, happy mother`s day! you are beautiful.,6,happy mother day  beautiful 
23910,bfe2aef006,leaving now  dont miss me too much tweetbeaks <3,9,leave   miss much tweetbeak 
23911,b7a83b2609,actually I could do with going to weight watchers,9,actually could go weight watcher
23912,0fe0464b08,Let me google that for you http://lmgtfy.com/,7,let google 
23913,f54b97937a," aww lovely! Hope you had a great mother`s day, our little mother hen  did you get in contact with sharn?",20,aww lovely  hope great mother day  little mother hen   get contact sharn 
23914,0abda8c9fe,waiting to go to the movies later for my 6th month. booored.,12,wait go movie later th month  booore 
23915,3d17c4811f,Sorry was that mean,4,sorry mean
23916,1613776beb,is feeling good.. kinda tired.. miss him... can`t wait for grad this weekend!!,13,feel good  kind tired  miss  wait grad weekend  
23917,9fa26acb0f,I`ve already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,12,already clean hour    much 
23918,ae6b58f5a4,_erincharde yea as an afterthought,5, erincharde yea afterthought
23919,ea816f7a95,Thanks Synn!,2,thanks synn 
23920,534894deb9,besides feeling sick...some things have made me feel particularly happy,10,besides feel sick  thing make feel particularly happy
23921,4bfc600740, hey u know the sub on digg I said I needed help on soon? well it`s up now n wud love it if u could digg it pls  Kaushik,29,hey know sub digg say need help soon  well n wud love could digg pl   kaushik
23922,bc18f58d97, well kris is making me a sick panda,8,well kris make sick panda
23923,f602093f0f,"Oh, tonight is a good night",6,oh  tonight good night
23924,ef6552e483, I found a link on WWE.com  http://www.wwe.com/inside/industrynews/kennedyreleased stinks!,8,find link wwecom    stink 
23925,e595755787,ughhhhhhhh i don`t feel good,5,ughhhhhhhh feel good
23926,2489e8afd3, I might give it another go.,6,may give another go 
23927,ae1596d928, Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,22,thanks  really fun  love  romance  comedy  though one could use comedy go  
23928,a1015c728a, i work til 10:15...,4,work til  
23929,7b3779a808,my head is hurting,4,head hurt
23930,7fa4e3d867," hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****",26,hello   ur big fan  rly carnt w till new moon come  good luck  nd cast film      
23931,8b92373be1,"My Twitter was born on 12 Feb 09. Today, at this point of time, 4 May 09, 3:56pm (GMT+8), I have 805 tweets (including this one).",26,twitter bear  feb   today  point time   may   pm  gmt    tweet  include one  
23932,18e7354ffa,done with facebook. off to jamlegend,6,facebook  jamlegend
23933,428fd23d7f, and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,25,well  snicker bar hersheys w  almonds  use b addict b  miss   lol
23934,eedc5ecfd4,"So much happier, despite my looming departure",7,much happy  despite loom departure
23935,4659fa6f4d,"wow, EMC`s new site is - different",7,wow  emc new site  different
23936,468b447bba,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying `game design`. Even better.,20,help ex  student uni assignment via skype  get love connected world  sudye  game design   even better 
23937,831fdce350,super hungry... Dominos or martabak... both tempting and fattening,9,super hungry  dominos martabak  tempting fattening
23938,62cadd8452,going to have bfast now,5,go bfast
23939,b8c5684a6d," No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of....",24, strange  time return feel like come home yet spanish blood know 
23940,833268a50f,need to get a hand,5,need get hand
23941,8c1e6ce263,Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I`m sad that I`m done w/ Twilight Saga,27,finished break dawn last night  manage finish  page  day  good  sad w twilight saga
23942,df49980ffb,Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,12,today go go shopping    minus  day til cuuuba  
23943,ae09e9a0a2,morning  football today! thinking of learning some Applescript,8,morning   football today  think learn applescript
23944,cc6e242e88, you`re very welcome! I love reviewing free apps as much as downloading/using them!,13,welcome  love review free app much download  use 
23945,a44a7ec4ff,last night`s paper writing session=still not done. I need to prioritize better.,12,last night paper writing session  still  need prioritize better 
23946,27d5b9785b," always come up when we have the money least, it`s the rotten law of averages",15,always come money least  rotten law average
23947,6417d4f073, don`t make me smite you! and yeah  yeah it really does. No cuties for me,15,make smite  yeah   yeah really  cutie
23948,e8935fb37d,"me & kelly share the same last name, wouldnt that be sweet if we were related  ",16, kelly share last name  would sweet relate
23949,26e6069bcd,Watching The Seeker,3,watch seeker
23950,152ad92b46,JUST GOT TO LA  MISS HAWAII ALREADY! DANG,8,got la   miss hawaii already  dang
23951,b4a1194ebd, You`re a real ****. I`m gonna slap you in public.,10,real      go slap public 
23952,54f14720f2,I can`t feel the weekend fever anymore when everyday is  a day off,13,feel weekend fever anymore everyday   day
23953,c7aa444de6,At the hospital today then shopping with mom  Love you so much.,12,hospital today shop mom   love much 
23954,3301f3ea67, i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend! x,26,miss sun busy gettin hot bother shop   make weekend  x
23955,170b181fd5,nothings better then going out for chinese at the supperinn with ma fave cousins at 1am,16,nothing better go chinese supperinn fave cousin 
23956,0d671185f5,Goodmorning yall! I woke up to early,7,goodmorne  wake early
23957,db1eddbe0b,All the money in the world could never make me as happy as being a stay-at-home mom with my son,20,money world could never make happy stay   home mom son
23958,21651819b4, no deal I want it as well as my netbook and iPhone please,13,deal want well netbook iphone please
23959,ba9f75c8be,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,24,last day school last concert life  wow  say emotional  really go miss mhs    graduation practice today 
23960,b06ec44a08,i had navy blue under my black nailpolish for a while and i think it stained my nails a little..,20,navy blue black nailpolish think stain nail little 
23961,8d1ab2e696,goodnight world.... goodnight eddplant.,4,goodnight world  goodnight eddplant 
23962,60aafdba55,could be getting sacked soon not good,7,could get sack soon good
23963,c9d53a9127,Finally got all 7 overdue books out of the little room and into my now overstuffed back pack!,18,finally get  overdue book little room overstuff back pack 
23964,dfcccb13ba,Happy moms day,3,happy mom day
23965,21229d4e1b, 'VISION OF LOVE' Play now 'i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo' Mariah this ur part,22, vision love  play  vision love n aaaaaoouoouoouu  turn  toooo  mariah ur part
23966,ba95446fac, It`s been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,16,two day  comcast technician schedule tomorrow morning 
23967,9c3230d367, (Raises hand) Oh! Oh! Me too! #caffeine,7, raise hand  oh  oh    caffeine
23968,2b8f8b26cf, playing with image,3,play image
23969,54c6bd2f01,Finally gonna try and fall asleep goodnight.. More like morn... I sleeP,12,finally go try fall asleep goodnight  like morn  sleep
23970,5759558ce2,**** back home in tallcree (rez)  now i cant see my boyfriend,12,    back home tallcree  rez    see boyfriend
23971,45e6e6e9a9,"Heeey, we won ice hockey....we are winners!!",7,heeey  win ice hockey  winner  
23972,2144088a6d,today was busy.. geez. getting ready then graduation,8,today busy  geez  get ready graduation
23973,55f9d3b9cb, that`s how it is supposed to be and sometimes we get too busy to recognize that but always family after God,21,suppose sometimes get busy recognize always family god
23974,10412b6712, i heard it is not illegal unless you are caught,10,hear illegal unless catch
23975,2225e0fa43,"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",27,jeff get visa time come visit      sad    news  go lapa tonight samba night away 
23976,a2f7603736,Getting ready for work.,4,get ready work 
23977,17f4b1d5d9, if you were down the road from me you can bet i would be right there  #MMOT,17,road bet would right    mmot
23978,bfcd1a6fd4,still no date for bon iver next week,8,still date bon iver next week
23979,56d87a6494,Speaking to my new tweeples.... getting acquainted with them... If you`ve never spoke to me.. Do so now,18,speak new tweeple  get acquaint  never speak 
23980,0c76360da8,"#BSNL, Stupid net went down.. Been without email for a whole day",12, bsnl  stupid net go  without email whole day
23981,ea4339c9ee,Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN,16,train  stud  life  fost tiberiu love la noi  aflat ca sunt imbecili peste tot  fun
23982,bd85c138d5,"Yaaaaaaay, bday!",2,yaaaaaaay  bday 
23983,fe9add80f6,**** i hate when the strawberries run out in my special K,12,    hate strawberry run special k
23984,df13e0df02,"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",19,actually great start day  hope continue   get new american oversized bed evening 
23985,8c65580698,never answer me back,4,never answer back
23986,8489166688," AWWWE! I live in Van, would`ve been so great to see you  but have a great flight!",17,awwwe  live van  would great see   great flight 
23987,266f2b4251, xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,14,xbox break   hope enjoy play  vs    look forward 
23988,04898b63de,my tv is so boring,5,tv boring
23989,c7f2f78593, You can save it for next time!!   ? http://blip.fm/~5z2sv,9,save next time       
23990,d5bede7874,"aww i can`t believe that wee girl on bgt was crying, it was so sad",15,aww believe wee girl bgt cry  sad
23991,c028f1fd80," had not heard the title or author before, must look it up  Enjoy",13,hear title author  must look   enjoy
23992,f2a4deffe9,Tweet Later! Byee,3,tweet later  byee
23993,25f052b8a7,wants the tickets for the concert,6,want ticket concert
23994,5ab16f3164,Reading through today`s paper along with some watered down coffee compliments of my `rents...,14,read today paper along water coffee compliment  rent 
23995,a42cc50619,"Hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]",19,hummmmm  ohh   miss much    really  hope nice friend  like 
23996,ed50142b2e," Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",17,oh yeah  poor person  joke  poor people
23997,70a0bcd877,I wish I was going to see      today!! I`m sad I dont,12,wish go see       today   sad
23998,b2a8d75ab9,Awwwwwww holly,2,awwwwwww holly
23999,3454a7bc61,A very special HAPPY MOTHER`S DAY to all Mommies!,9,special happy mother day mommies 
24000,e96b7ece65,So I just failed my second year of med school. I don`t know what to do or say.,18,fail second year med school  know say 
24001,3d309d0f6c,just watching hollyoaks omg,4,watch hollyoaks omg
24002,c62590abcd,"    Shiv, his place, slowly I hope",6,shiv  place  slowly hope
24003,4e12593253,I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,15,make wonderful breakfast         get ready workout
24004,5c3831e16a, another david hughes on your list? I`m hurt   ftw!,9,another david hughe list  hurt    ftw 
24005,43898baa09," sleep? I need to go to my mums but by the time I get there, Clara will be in bed",20,sleep  need go mum time get  clara bed
24006,957b47f07c, Izzy!!! So sorry to hear that - what a disaster,10,izzy    sorry hear  disaster
24007,e2f90b07df,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,9,say np  ne  yo    music  
24008,d7da93248c,The computers and the Ethernet at school are so slow!,10,computer ethernet school slow 
24009,fc0bf9b8e3,"ah! A clean house...finally, so nice",6,ah  clean house  finally  nice
24010,a9f8ba080b,it was t4 i think hannah  ****,7,think hannah      
24011,5a97187c73,"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, & comms all done",21,work framework web base  sl application  product registration  server  login  site  security   comms
24012,451d4789cf,Happy Mother`s Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you`re a Jehovah`s Witness,22,happy mother day mom  special shout momma  love ya  pat  even though jehovah witness
24013,df8d4f969a,Thinking about opening MacMaze sources as I don`t have time to work on it anymore,15,think open macmaze source time work anymore
24014,80771b83eb, get  the twilightguy on your show,6,get   twilightguy show
24015,720e3fffc1, I dont have one here - dunno if my mom ever had one or not -,16,one  dunno mom ever one 
24016,1ded141930,Lula is not feeling well.  http://tinyurl.com/m8kcsq,6,lula feel well    
24017,457b6dcd92,"morning world, is raining 2day so revision don`t seem so tough,",11,morning world  rain day revision seem tough 
24018,78a3dec169,not feelin 2day,3,feelin day
24019,fc65bcadd4, omg! I saw ur update nd it said 'David Archuleta'!!!! lol. They shoulda had more David on it! <33 David`s awsome!!  t4p!,22,omg  see ur update nd say  david archuleta      lol  shoulda david   david awsome     tp 
24020,58a123f4c0," How BOut What Your Doing Now, or what you gonna do today  lol",13,bout  go today   lol
24021,6ee881ba67,I went to the World Education fair today. It was a whole different kind of circus.,16,go world education fair today  whole different kind circus 
24022,a3b20c9c86," A mocha at 12:30am? My, youï¿½re brave",7,mocha   youï¿½re brave
24023,e46c6de79e, Good to hear  I have a feeling though the `behind the scenes` and/or being there is better than what is shown on TV!,23,good hear   feeling though  behind scene  andor well show tv 
24024,9afcd8fb3f,_ Sounds like you got a fan in Danstorce.,9, sound like get fan danstorce 
24025,c262136842, A group of people naked  woooh,6,group people naked   woooh
24026,57a498a841,"  yahyan:  iaaaaaaaaaaaaan, i was just joking",6,yahyan    iaaaaaaaaaaaaan  joke
24027,524d024523,LOVE  LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,17,love   love         tease baby  end  boooooo  still love tho 
24028,bddfc3ed86,I woke up and my hiccups came back!,8,wake hiccup come back 
24029,d46c824953, she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,20,perform lifeball vienna year unfortunately get chance see 
24030,5cbf38040c,having a great time in kc  http://twitpic.com/4w3fi,7,great time kc   
24031,a9d6916903,Got really sick today  text me later. Nap time,9,got really sick today   text later  nap time
24032,1a760553fc,i have perused the #fieldnotes website and it is good.  too bad i must return to work,17,peruse  fieldnote website good    bad must return work
24033,8e0d01bd84, did you find them? Tell us how they turn out won`t you! We`re making blueberry pancakes this morning,18,find  tell turn  make blueberry pancake morning
24034,505b9964bd,I forgot to charge my cell last night and now it`s dead,12,forgot charge cell last night dead
24035,aa8d20ba00,WELL one is a muscle relaxant and the other is an narcotic If your still not getting help i dunno what to say  moist heat?!,25,well one muscle relaxant narcotic still get help dunno say   moist heat  
24036,243fbb5ffd," Love that she couldn`t just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.",22,love could stop one picture  first one priceless  speedo great     kudos mom 
24037,1186db9526, I know  It **** sucks. anyway you can get a fake id or something?,14,know       suck  anyway get fake would something 
24038,7a59c602a8,"Having indian food in the middle of Wales, very very typical, huh?",12,indian food middle wales  typical  huh 
24039,5893e2e4fe, shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,16,shut fool     dontlike fact keep abandon
24040,a2bc3f79a8, Have a nice Sunday  ****,5,nice sunday      
24041,e9f4bb31d6, no...i`m just tired..,3, tired 
24042,eff3042c00,is watching 1000 places to see before you die,9,watch  place see die
24043,d5ab1ab06f, woohoo! congrats to your friend and the boyfriend.,8,woohoo  congrat friend boyfriend 
24044,f9f99c41a6,Ugh talk to me someone  I`m really bored.,8,ugh talk someone   really bored 
24045,1186ca4490,I heard an icecream truck and took of like a shot but I couldn`t catch it.,16,hear icecream truck take like shot could catch 
24046,b7ba642946,Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,11,like escape fate alot tonight    excite estk       nemonemesis
24047,5b8c529f3c,He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq,11,bring sooo much joy   show     great song   
24048,35303d9d63, Tom are the MITO tour dvd`s still being made cos no where seem to be stealing them and i really want a copy,23,tom mito tour dvd still make cos seem steal really want copy
24049,cfdbb7f29e,Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,8,sensation ocean white portugal  absolutely amazing   adoreiii 
24050,b718f8e1ec,"ugh, i dont feel like going to work today",9,ugh  feel like go work today
24051,c180d0029c, Hey  Why thankyou. How`s u? x,6,hey   thankyou   x
24052,54fa87a1cf,jb are so cute!  lmfao -giggles-,6,jb cute    lmfao giggles
24053,252eed6804, happy birthday justin! have a lof of fun!!! God bless,10,happy birthday justin  lof fun    god bless
24054,21ab47d9da,"**** on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over.",14,    beach  cosmo  kamikaze  captain america  ahhh fun night  still 
24055,105ad069f4,converting the Armin Only - Imagine concert for my iPhone... fun fun,12,convert armin  imagine concert iphone  fun fun
24056,d45a742775,_wx it looks like it did in Ohio after a tornado hit.,12, wx look like ohio tornado hit 
24057,5552d4fffb, oh how the ladies will suffer now  LOL,8,oh lady suffer   lol
24058,14d71b9665,'Never give up on something you can`t go a day without thinking about.' I like that quote.,17, never give something go day without think   like quote 
24059,545a09f784, Yes I think it`s safe to say she is at the same popularity level today as always.,17,yes think safe say popularity level today always 
24060,e82799ecf7," Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.",24,laundry    know suck  nice  say thank 
24061,2864d46c13,Happy mothers dayyy all mothers especially mine,7,happy mother dayyy mother especially mine
24062,49cd042b83,Iï¿½m really desappointed...,3,iï¿½m really desappointe 
24063,955f1f1144,i loooooove bank holidays,4,loooooove bank holiday
24064,3bee0fb22e, pic as promised  http://twitpic.com/4wqy4,4,pic promise   
24065,7fa1a410db, - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won`t be at Cliquot Club though; they closed,21, welcome minnesoooooooota  free time trip catch  cliquot club though  close
24066,24d0241a1e,Watching videos on youtube with the bf.  Thinking about going to bed soon.,13,watch video youtube bf    think go bed soon 
24067,f231b83aca, if i had a car,5,car
24068,ad909cfc04,dont put behind the wheel lmfao today was fun,9,put behind wheel lmfao today fun
24069,bd085c659b,   G`night!,1,gnight 
24070,d45ebf1828,Out for an evening on the town with jeremy. Sad Carrie can`t come,13,evening town jeremy  sad carrie come
24071,3362948b75,  why canceled your performance on Letterman? i`m So sad because it is less an option for you.,17,cancel performance letterman  sad less option 
24072,e0d6ad07fc,"Im regretting the alcohol I consumed last night, MY HEAD",10,regret alcohol consume last night  head
24073,05b80fc507,just got a wii,4,get wii
24074,7ee04efd76,left the inn  now im at school. dang its straight up dead here!! [<3Hannah],14,leave inn   school  dang straight dead     hannah 
24075,959cf83062,seen mi abueltia at the hospital... she`s doing good!,9,see mi abueltia hospital  good 
24076,e4b5a34697,  aww-that`s my last one. Roo-Oop,5,aww  last one  roo  oop
24077,699ccfe91f,trying to finish my ****-ignment.please god help me to finish it,11,try finish     ignmentplease god help finish
24078,36265d722a, No plans tonight? .............,4,plan tonight  
24079,3f818cc647,"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz",28,dear god please let wake  tomorrow lol got plan   tonight let pick hero night  grow  get job  etc  lolz
24080,25e1b56bb2,"At the doctor`s office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me.",24,doctor office  wait dr sufka see  tired sick   hope everyone else well friday 
24081,fc32a579fa,"_carter Gotta make the video public, dear. LOL ...can`t see it.",11, carter get make video public  dear  lol  see 
24082,3c9575fac1, ur there when I`m not  lol,6,ur   lol
24083,3d35abc1b3,i hate the biatches of this world,7,hate biatche world
24084,058eba7f7e,http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old,15,  boagsie actually still small lol   year old
24085,fad6bcce7a,looks like yet another beautiful day in London,8,look like yet another beautiful day london
24086,0766c46c10,Drew`s new songs make me cry.  I miss Thomas already!,10,drew new song make cry    miss thomas already 
24087,37da7f15ca,****... It`s 2am and I`m wide awake,7,      wide awake
24088,81e709f406, just pre-ordered your new album `Off The Deep End`. Been listening to `Permanent Heart` on repeat since.,17,pre  order new album  deep end   listen  permanent heart  repeat since 
24089,95ce0e14ce, - i sure hope so  it was worth it for me too  loveu.,13, sure hope   worth   loveu 
24090,e75c46aa82,"Instead of telling God how big my problems are, I like telling my problems how big God is!  http://bit.ly/5ofzj",19,instead tell god big problem  like tell problem big god    
24091,caebf5ece6,I want to party down!,5,want party 
24092,78622d91a3," Hahahaha! I didn`t know it said that, sheeeeittt! I don`t get why I can`t have a picture... bwaaaahhh",18,hahahaha  know say  sheeeeittt  get picture  bwaaaahhh
24093,39ed8eb08a,"....ok, sOooooooooo I DID that!! i`ve got u in the palm of my hand",14, ok  soooooooooo   get palm hand
24094,25586c623d, beer from japan.  google it,5,beer japan    google
24095,158505d1a0,"Calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomorrow",16,call mother  call mother  get butts bed  kidsll tomorrow
24096,5bb92f07ba, nope  don`t think I will. Thnx for asking lol I will be fine,13,nope   think  thnx ask lol fine
24097,6ecf903cd8, thanku  cooking is simple but the law is- u hve to have fun while u make it,17,thanku   cooking simple law hve fun make
24098,f314c3640b,Another night of not sleeping,5,another night sleep
24099,358258ce52,Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?,19,wall jericho please come worcester soon possible  candace pleeaassee  flee see call quit  whyyy 
24100,d9c047c4de,"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day",11,happy mother day  moms    wonderful   great day
24101,c245cc91cb, AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,20,ahhhhhhh      th birthday   belive find see yous tonight   good present everr     
24102,e39f5de674,"ohi i would marry Travis Pastrana in a second... hes not that attractive, hes just the sweetest thing  and what he does is attractive ;)ha",25,ohi would marry travis pastrana second  attractive  sweetest thing   attractive   ha
24103,d552770b7b,Wish I was in Chicago.,5,wish chicago 
24104,04ab112629, Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,22,yum  wish could today  cold want infect  miss friday session 
24105,0130d44e14,"Heading of to the theatre! Having a show tonight, I`m so exited!",12,head theatre  show tonight  exited 
24106,42265e33ee,Good morning World! Happy Star Wars Day! May the 4th be with you!,13,good morning world  happy star wars day  may th 
24107,fc9b461812," Good plan, Peg --plus I like the sound of 'Money Monday'",11,good plan  peg plus like sound  money monday 
24108,f9da489452, I also believe in some things are meant to happen.,10,also believe thing mean happen 
24109,6feda37577,just got home  but about to leave again,8,get home   leave
24110,bf576a9556, Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,15,ouch  better get used  think   prime marriage year 
24111,f8a81a3662,iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don`t want to emerge from my covers.,22,iprocrastinate  far   character flaw  get session  want emerge cover 
24112,4d7b7228b4, hahaha that made me laugh,5,hahaha make laugh
24113,740ed2a932," there are three broody ones atm, I have a china eggs under them to keep them happy ish",18,three broody one atm  china egg keep happy ish
24114,9dd5375c80,my music http://www.myspace.com/janedurkin,3,music 
24115,7acea31723,http://twitpic.com/4qfl3 - haha^^ I love it,6,  haha love
24116,59127ec9db," forgot to answer your kindle question yesterday. honestly, haven`t used it much. have two paperback books i want 2 read first.",21,forget answer kindle question yesterday  honestly  use much  two paperback book want  read first 
24117,ff18e21987, I`ll try..blah! Thanks  what are u up to today?,9,try  blah  thank   today 
24118,04e23ea0d7,is watching D.O.A,3,watch dof 
24119,2abfdd61fe,(sigh) guess we`re not gonna meet up today.,8, sigh  guess go meet today 
24120,5975106da4,"Baq to sleep i go  no the headach starts , if its not 1 its da other",17,baq sleep go   headach start   da
24121,2b4223134d,"  #wci hashtag simply isn`t dying out anytime soon, is it.",10, wci hashtag simply die anytime soon  
24122,f0c5be2158,I dont want to be ugly anymore,7,want ugly anymore
24123,4591bce14e, think you should catch up on your sleep befor you go back to uni haha  goodnight<3,16,think catch sleep befor go back uni haha   goodnight
24124,07be3be42a,Im glad i can make sumone smile,7,glad make sumone smile
24125,2831a7717b,"Today isn`t going the way I planned.  Early lunchbreak & I may not be back til Mon. Weekend gonna be fun with friends, tho.",24,today go way plan    early lunchbreak  may back til mon  weekend go fun friend  tho 
24126,52a34843de,"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",17,zeb nap  hour already today  asleep  must grow fast
24127,33db8973d5,I need a bigger mp3 player... even if it pains me to say it,14,need big mp player  even pain say
24128,12d175005c,SNL after party,3,snl party
24129,8cc91d8ae7, not sure i can make it,6,sure make
24130,83388c9647, I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,19,afraid comment mp expense hopelessly touch average person average salary  vinsensitive
24131,4d4a420358,? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg,9, madaya ka christian  bleh    hate   
24132,fae991f007,ooo how i love a bank holiday  x,8,ooo love bank holiday   x
24133,3f22a6213f,**** night. want john  where is he?,7,    night  want john   
24134,992acf90e5,This is dedicated to all those moms out there - Happy Mother`s Day  ? http://blip.fm/~5z2g9,15,dedicated mom  happy mother day    
24135,ca66c3653e,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is **** Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,26,bout  miss mah lakers play day    orange box     rotation   mah real la fam  keep post   love hater   
24136,15c9e14862,"the play`s over, it was really good",7,play  really good
24137,08005e1d8a,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,3,ouch  really hurt   
24138,79f222fd55, at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,24,work   agh really need go   day go add schedule 
24139,49d805b2bf,"[H]ouse starts on Sunday and I`m sad as I can`t afford Sky,",12, house start sunday sad afford sky 
